card_id,card_type,user_id (NOTE generated by cognito),user_contact
8dce915c-315e-4141-bd3b-89162cc1064f,scis_freedom,Aston@transcenda.com,+6512345678
8df2be76-ce01-4215-acdc-d5bc831aedf9,scis_freedom,Kelsey@transcenda.com,+6512345678
8e0887ff-bce3-4512-b792-d269ef3fb481,scis_freedom,MelissaStewart@transcenda.com,+6512345678
8f5fb563-439f-4054-b0f5-9eaf5cc07765,scis_freedom,Julian@transcenda.com,+6512345678
8f793b22-153b-4578-b4f2-c6a151dc9aa6,scis_freedom,MayaHill@transcenda.com,+6512345678
900ccb76-d4ad-48c1-a617-7965776f1524,scis_freedom,Mary@transcenda.com,+6512345678
90886471-6198-4499-a040-490521fe2f77,scis_freedom,Lucia@transcenda.com,+6512345678
92231e34-5041-4f7f-ae8d-92d15dce4b74,scis_freedom,Miller@transcenda.com,+6512345678
93785ddc-e718-434d-aa2e-8074ba3852f6,scis_freedom,Derek@transcenda.com,+6512345678
9510831e-569d-4d93-b315-b5116327cfa8,scis_freedom,Roland@transcenda.com,+6512345678
97023150-8dae-4f96-9db7-b8f43b5ee74e,scis_freedom,Fenton@transcenda.com,+6512345678
99944e0e-432f-4ca2-9c06-f8b0da7e6f4c,scis_freedom,Paige@transcenda.com,+6512345678
9a084316-dab0-4794-9eba-cbf2a39c06ca,scis_freedom,Melanie@transcenda.com,+6512345678
9b8bba76-6207-4b39-b6d9-ec9d78619494,scis_freedom,Amelia@transcenda.com,+6512345678
9bd9e2bd-6dc7-40e7-ac43-170569b493e8,scis_freedom,Kirsten@transcenda.com,+6512345678
9da934ff-3dda-461f-bec2-c44ccb1efbe9,scis_freedom,Blake@transcenda.com,+6512345678
9eae029e-ad76-41d7-b038-31fd445fd263,scis_freedom,JessicaRiley@transcenda.com,+6512345678
a264702e-9d8a-4694-adf8-8e2cbcf4d6c1,scis_freedom,NedHall@transcenda.com,+6512345678
a2e10c06-bc52-4f78-88d1-16f3ed85b943,scis_freedom,Jordan@transcenda.com,+6512345678
a4a2478f-2ec9-4c99-9057-d3e799a2dc99,scis_freedom,Chester@transcenda.com,+6512345678
a730c974-45d4-4cfa-974f-52952f6e8b5c,scis_freedom,Adison@transcenda.com,+6512345678
a796ffc9-d8a6-4366-b646-0f4c71d4beec,scis_freedom,AmeliaRichards@transcenda.com,+6512345678
a88ed688-146d-4c1e-b429-d1bbdb2d617c,scis_freedom,AlinaHarper@transcenda.com,+6512345678
ac64c927-c1c9-4b6b-9c1a-2349e39dd0e6,scis_freedom,PaigeCasey@transcenda.com,+6512345678
adb7f9c8-102b-4faf-92c0-292c43f1b9fc,scis_freedom,Luke@transcenda.com,+6512345678
b0864074-c9a2-4bd6-a0f0-d2839ae4238b,scis_freedom,Tara@transcenda.com,+6512345678
b2d643d0-cac9-4342-ae53-a4fa13e4efcb,scis_freedom,JoyceTaylor@transcenda.com,+6512345678
b3cc482c-3d05-4a33-a720-780a123ba285,scis_freedom,JessicaTucker@transcenda.com,+6512345678
b4548705-4492-471e-b28a-b099c445abd3,scis_freedom,Spike@transcenda.com,+6512345678
b5b846f3-1892-4a4b-89ed-062ac0dce356,scis_freedom,Florrie@transcenda.com,+6512345678
b74ea318-3c54-40e5-a8b4-03f5b14374f3,scis_freedom,Vanessa@transcenda.com,+6512345678
bc407990-bbb5-42a3-9ea8-ac7924c304aa,scis_freedom,LucasScott@transcenda.com,+6512345678
bdc853ad-6189-479c-a06b-82aa38d3cc9a,scis_freedom,AlinaPerry@transcenda.com,+6512345678
bf899819-f106-4b15-b51a-0a6e27763186,scis_freedom,Madaline@transcenda.com,+6512345678
c11ae34f-e9fa-40ac-94fa-578290ed1671,scis_freedom,Abraham@transcenda.com,+6512345678
c96376da-05e0-4a4f-8875-51ddc62db237,scis_freedom,Sarah@transcenda.com,+6512345678
c9efa32a-f733-4bbb-9680-957ce9cc6711,scis_freedom,MichaelBaker@transcenda.com,+6512345678
caa0715a-7273-43fb-905e-354562682a7d,scis_freedom,Maria@transcenda.com,+6512345678
ccefa812-d83f-41c7-ba17-130dd68a62b3,scis_freedom,JustinPayne@transcenda.com,+6512345678
cd243ee0-6850-40b0-8692-3e955fd483dc,scis_freedom,AriannaCole@transcenda.com,+6512345678
cf18f334-15a6-4de5-9100-e3b03f1c08c4,scis_freedom,AdisonAndrews@transcenda.com,+6512345678
cfc1f295-ad2c-4fcd-8dfc-6702d8e5c536,scis_freedom,ChelseaMorris@transcenda.com,+6512345678
cfd33df2-39f5-476f-bf77-d648fe822261,scis_freedom,MichaelHiggins@transcenda.com,+6512345678
d2e00996-f73c-495d-a867-981742ec051d,scis_freedom,CamilaMurphy@transcenda.com,+6512345678
daba30e4-8de2-4229-80c2-cc7f241f0bd4,scis_freedom,AstonWells@transcenda.com,+6512345678
db576218-96ed-4d5e-b516-b5681b1c0fed,scis_freedom,AmberKelly@transcenda.com,+6512345678
dbabc0d3-048d-416f-b664-af448514f76c,scis_freedom,AshtonChapman@transcenda.com,+6512345678
e1dd6a9a-5163-4068-a4f7-6fc580013be2,scis_freedom,MayaRobinson@transcenda.com,+6512345678
e43128b4-d868-4b7f-b2cc-865e2ffe1a86,scis_freedom,LennyMorrison@transcenda.com,+6512345678
e4b13dce-663b-48f0-8b04-cd858a20609e,scis_freedom,AnnaHenderson@transcenda.com,+6512345678
e555f435-4134-4618-aa86-b585da9e0426,scis_freedom,SophiaMontgomery@transcenda.com,+6512345678
e688a68d-30bd-4a92-9d2d-79c6f80adc14,scis_freedom,KateFowler@transcenda.com,+6512345678
e98208b7-40b2-4c74-9dd3-84298131149b,scis_freedom,AdisonWells@transcenda.com,+6512345678
eb717dab-c000-4f9a-833a-6fe875e0d995,scis_freedom,TessJohnson@transcenda.com,+6512345678
edd7307b-a1ea-4467-98ce-8dac23826fc7,scis_freedom,AlanEvans@transcenda.com,+6512345678
f09b5769-bdef-4acc-8349-70123b22519a,scis_freedom,SpikeRobinson@transcenda.com,+6512345678
f1b38ad9-2456-4ce2-bc23-d3a927295371,scis_freedom,CarlosMartin@transcenda.com,+6512345678
f21c5f04-6ae6-4350-9a6d-5ccb8ec0d54e,scis_freedom,AidenGrant@transcenda.com,+6512345678
f44bfa20-1400-4472-bc41-aadc0814652f,scis_freedom,CarolineCarter@transcenda.com,+6512345678
f4671308-45bd-4f3a-ac34-7a11db41fd72,scis_freedom,AidaCasey@transcenda.com,+6512345678
f58ac71a-8a73-4946-af28-cc8d162bbc7e,scis_freedom,RyanTaylor@transcenda.com,+6512345678
f6027bc5-3912-44b0-839a-734726d72f31,scis_freedom,CharlieSmith@transcenda.com,+6512345678
fa654b29-91b9-4d7a-86a8-b96d0bcd4f0b,scis_freedom,EvelynMason@transcenda.com,+6512345678
fa8a72a1-32e2-4bab-81e5-6ad2dad09b42,scis_freedom,FrederickRoss@transcenda.com,+6512345678
fb5d9738-ad51-430e-acd7-b7f0fe211dd3,scis_freedom,KelseyRussell@transcenda.com,+6512345678
fb987713-2e6e-4b3a-918d-479a54367635,scis_freedom,MichelleNelson@transcenda.com,+6512345678
fdb8097d-8e32-414c-b89d-05f3c5dd1550,scis_freedom,FionaHall@transcenda.com,+6512345678
ffcc29ea-0090-409b-b020-2491d2cd7851,scis_freedom,BriannaPhillips@transcenda.com,+6512345678
ca8bac18-d3be-4be7-8ffd-9a0e255bd260,scis_freedom,DanielFowler@transcenda.com,+6512345678
6ac7eed4-58c0-4b89-a4b9-19175607ee5e,scis_freedom,TessDixon@transcenda.com,+6512345678
00eb4e1b-718f-409c-9352-ec5fbd9d30dc,scis_platinummiles,Stella@transcenda.com,+6512345678
01de053d-d6dd-452f-9b72-c984f6b5bfc3,scis_platinummiles,Dominik@transcenda.com,+6512345678
037aed96-24bf-4b12-9227-7a2e35189243,scis_platinummiles,Kevin@transcenda.com,+6512345678
03ceb52f-2f09-4a5e-8428-8a57ac3f69c0,scis_platinummiles,Michael@transcenda.com,+6512345678
05541c28-f0d5-4442-b1fe-1aab68ea009a,scis_platinummiles,Penelope@transcenda.com,+6512345678
0626efed-a867-42b0-b80f-abc842a7fb87,scis_platinummiles,Alina@transcenda.com,+6512345678
083e0de3-3b51-4a48-ac58-4912e8ced43b,scis_platinummiles,Amanda@transcenda.com,+6512345678
086489fc-d798-495f-b289-78768b6f931a,scis_platinummiles,Edward@transcenda.com,+6512345678
0c725781-424d-4428-a47b-2c29a87556d8,scis_platinummiles,Sofia@transcenda.com,+6512345678
0d443bb1-b80c-4cf1-817f-1f9fe7a22966,scis_platinummiles,Kelvin@transcenda.com,+6512345678
0d485902-fde8-489e-9bd0-7073f8d61521,scis_platinummiles,Joyce@transcenda.com,+6512345678
0eca98ea-d115-437e-ae11-291dee58196b,scis_platinummiles,Rafael@transcenda.com,+6512345678
0fd148a9-a350-4567-9e6d-d768ab9c1932,scis_platinummiles,Lucas@transcenda.com,+6512345678
1332c2cf-3e7d-4034-8ba2-dacb21a4ae07,scis_platinummiles,Olivia@transcenda.com,+6512345678
136338ab-b4fc-4830-889f-c3b4ae1935e2,scis_platinummiles,Jacob@transcenda.com,+6512345678
14c5dad9-ef49-43e7-9ecd-347b7d4ee87b,scis_platinummiles,Maya@transcenda.com,+6512345678
17f8e1b7-24e7-4b67-a39c-dd178f8073e4,scis_platinummiles,Roman@transcenda.com,+6512345678
183d2215-4560-4c36-8b74-47eb81a24d91,scis_platinummiles,Catherine@transcenda.com,+6512345678
18e58043-069b-461c-8dcf-54f0f40991f1,scis_platinummiles,Jasmine@transcenda.com,+6512345678
1b0777e5-f923-4983-b8b4-5c913ef527b6,scis_platinummiles,Carl@transcenda.com,+6512345678
1ced6356-04a6-4cc6-b21b-1216b0b7b4d0,scis_platinummiles,Anna@transcenda.com,+6512345678
1ee078f6-433c-4188-af2c-0ab0ea1f0e74,scis_platinummiles,Frederick@transcenda.com,+6512345678
222fe0eb-a037-4ae0-a669-81b5d7804dad,scis_platinummiles,Gianna@transcenda.com,+6512345678
260ccac9-8ec2-4910-9b18-ae627d40c741,scis_platinummiles,Paul@transcenda.com,+6512345678
27d9bc78-a413-4121-bd5b-1b539af3fcf2,scis_platinummiles,Elise@transcenda.com,+6512345678
2c11cf41-9de8-428c-a5a4-7ac0e78b20ee,scis_platinummiles,Martin@transcenda.com,+6512345678
2f76f61d-acc1-459f-8017-4a91c1569851,scis_platinummiles,KevinWatson@transcenda.com,+6512345678
2fe56890-acdd-4ed6-ba6b-901de8281652,scis_platinummiles,Freddie@transcenda.com,+6512345678
34102540-75a9-4ec2-a52e-f3d11d77cb28,scis_platinummiles,Arianna@transcenda.com,+6512345678
35e22a0b-abf2-4601-82f8-637c85ea1648,scis_platinummiles,PaulRussell@transcenda.com,+6512345678
37708f51-a7af-4025-a012-76665ff138b0,scis_platinummiles,Ned@transcenda.com,+6512345678
3883ddfe-c669-42ae-aff5-a273b737774c,scis_platinummiles,Victoria@transcenda.com,+6512345678
39d0590d-afe5-41b3-805e-1b40681c48e2,scis_platinummiles,Charlotte@transcenda.com,+6512345678
39e88485-5ee0-4a24-a5db-2752752f84f0,scis_platinummiles,Jack@transcenda.com,+6512345678
3b737949-c3f9-499d-8a68-e230cbadd7e7,scis_platinummiles,OliviaRichardson@transcenda.com,+6512345678
3b8023f3-b080-4be2-8ffc-28867d909a15,scis_platinummiles,Honey@transcenda.com,+6512345678
3e027571-3380-4a80-8f15-c5b194f575c7,scis_platinummiles,Briony@transcenda.com,+6512345678
3f0b5a3e-5e29-4c03-8f0d-73fb46ebf089,scis_platinummiles,Albert@transcenda.com,+6512345678
40aa42ee-026a-4770-b209-c600fbdc6f30,scis_platinummiles,Hailey@transcenda.com,+6512345678
41db40c4-234f-49b8-93b7-9048c30724cd,scis_platinummiles,Brooke@transcenda.com,+6512345678
42083016-bcc3-45de-b47a-508453ad5822,scis_platinummiles,Jessica@transcenda.com,+6512345678
4225866f-310d-42e0-8dba-c4918493e699,scis_platinummiles,Sienna@transcenda.com,+6512345678
44ba9b84-a6ed-43da-bd91-7f35eb930939,scis_platinummiles,Samantha@transcenda.com,+6512345678
44cbb031-4e8a-4dbd-b68f-7e380aab7b63,scis_platinummiles,Julia@transcenda.com,+6512345678
496bc397-7e92-4451-a00e-ce1ddb4dbd0d,scis_platinummiles,Jenna@transcenda.com,+6512345678
4d13df19-bd45-4848-90f4-64049649018d,scis_platinummiles,Alan@transcenda.com,+6512345678
529e0406-75dd-4674-9835-c339d2404540,scis_platinummiles,Natalie@transcenda.com,+6512345678
56017f99-6010-45a0-9f45-aecf3be20597,scis_platinummiles,Adrianna@transcenda.com,+6512345678
56e6dd0a-bee7-43bc-868c-c21ffeaa1406,scis_platinummiles,Cadie@transcenda.com,+6512345678
596f0bb8-85a9-46e3-a3ca-4b67e189f4ee,scis_platinummiles,Justin@transcenda.com,+6512345678
5ce7d5ef-e4e5-4082-b3ea-7619953fa4f9,scis_platinummiles,Alfred@transcenda.com,+6512345678
5e39bda2-a85e-425c-835c-12cff1d5a4af,scis_platinummiles,Nicole@transcenda.com,+6512345678
5e8a1459-5640-4386-a393-0985abfe6df2,scis_platinummiles,Melissa@transcenda.com,+6512345678
5eb99564-53c8-45b1-92f0-13c53f45a822,scis_platinummiles,Ted@transcenda.com,+6512345678
5ffe105d-a163-44af-ba7d-7de4906aea3e,scis_platinummiles,Aiden@transcenda.com,+6512345678
62c81e2f-f0e3-46b1-a0c6-526a4b4d2192,scis_platinummiles,John@transcenda.com,+6512345678
66c58ea1-c3de-4cec-bd72-c6411a254de5,scis_platinummiles,Owen@transcenda.com,+6512345678
66fc0ff8-f8d9-4b70-a5d1-4dc9f356e4bd,scis_platinummiles,Evelyn@transcenda.com,+6512345678
6752c196-d9db-4b24-967f-82db90cdac95,scis_platinummiles,Miley@transcenda.com,+6512345678
6bd76792-6267-4a47-8469-95a414a65205,scis_platinummiles,Aston@transcenda.com,+6512345678
6d884153-3ea3-4a23-bd7c-8c86af4abfcd,scis_platinummiles,Kelsey@transcenda.com,+6512345678
70d79514-a4d9-4ddb-a28c-3352980a5d88,scis_platinummiles,MelissaStewart@transcenda.com,+6512345678
71ff391a-9e48-4617-8f51-0997e9ae2c74,scis_platinummiles,Julian@transcenda.com,+6512345678
734e49d9-cd9c-4906-871a-c9ef18e5f173,scis_platinummiles,MayaHill@transcenda.com,+6512345678
73a20222-1fb0-4fb2-b98c-06933f009718,scis_platinummiles,Mary@transcenda.com,+6512345678
73bbe979-d31e-4964-a035-60beeecac554,scis_platinummiles,Lucia@transcenda.com,+6512345678
75ba6207-51e7-4f4f-bfab-eac8f44c02ac,scis_platinummiles,Miller@transcenda.com,+6512345678
7611aef2-3be2-4fdd-aa23-54912b195852,scis_platinummiles,Derek@transcenda.com,+6512345678
7890d077-ebca-49ab-b5e0-0df9917edad1,scis_platinummiles,Roland@transcenda.com,+6512345678
78f4dca2-8c8f-4dd6-87b6-c0ea4ad1cfe7,scis_platinummiles,Fenton@transcenda.com,+6512345678
7956b63b-e0a1-4d96-b0d3-73e36955ad50,scis_platinummiles,Paige@transcenda.com,+6512345678
79cafac7-719b-497a-9250-c10606a2d922,scis_platinummiles,Melanie@transcenda.com,+6512345678
7aacf77b-2de2-4bd0-9ecc-964ed9f89d6c,scis_platinummiles,Amelia@transcenda.com,+6512345678
7c8d9ff3-bf43-447d-9ed0-45fc443f65ca,scis_platinummiles,Kirsten@transcenda.com,+6512345678
8182b637-1072-4c5c-8252-2bae929f7acc,scis_platinummiles,Blake@transcenda.com,+6512345678
825da50f-4133-4718-9cea-ad0a1edfeec8,scis_platinummiles,JessicaRiley@transcenda.com,+6512345678
82ebe070-8445-48b6-855a-70ca63b08194,scis_platinummiles,NedHall@transcenda.com,+6512345678
8ed858c1-209c-47f0-ad4a-7ec439a9721e,scis_platinummiles,Jordan@transcenda.com,+6512345678
8f9d3c51-e720-4ccd-8e33-e4deacd57be4,scis_platinummiles,Chester@transcenda.com,+6512345678
903cba43-f62d-4401-aae8-6eb727be0f90,scis_platinummiles,Adison@transcenda.com,+6512345678
91532478-ae34-4407-b42e-31627b0fa109,scis_platinummiles,AmeliaRichards@transcenda.com,+6512345678
92c10241-9557-4f6d-9c4b-f41ac7648de4,scis_platinummiles,AlinaHarper@transcenda.com,+6512345678
92c6216e-da9d-42ae-9539-ac58e5162c7a,scis_platinummiles,PaigeCasey@transcenda.com,+6512345678
9ac6cc90-96c2-489d-9acd-5160723fb8e5,scis_platinummiles,Luke@transcenda.com,+6512345678
9af18a79-1c85-41f6-a6d1-819c372163d1,scis_platinummiles,Tara@transcenda.com,+6512345678
9ed04ec3-a8e9-4dae-a449-91f00d81a05a,scis_platinummiles,JoyceTaylor@transcenda.com,+6512345678
a0161a88-21b2-4135-8b57-849abe33d1ec,scis_platinummiles,JessicaTucker@transcenda.com,+6512345678
a24ffde5-edba-476e-bcd1-95a4b4083905,scis_platinummiles,Spike@transcenda.com,+6512345678
a5415e15-74df-48d5-9814-0288b246d7d9,scis_platinummiles,Florrie@transcenda.com,+6512345678
a68fcace-ec7c-4acf-90ac-96ed45b86337,scis_platinummiles,Vanessa@transcenda.com,+6512345678
a72e9d08-15f9-47b3-a526-3b7c71e92bca,scis_platinummiles,LucasScott@transcenda.com,+6512345678
a8a2a6f5-8dab-4911-8389-f23df6a03ecc,scis_platinummiles,Vivian@transcenda.com,+6512345678
abae5fb2-152c-4268-9b52-82efbeaa36e5,scis_platinummiles,AlinaPerry@transcenda.com,+6512345678
abaebf3e-71f1-4942-97ca-7639abd15127,scis_platinummiles,Madaline@transcenda.com,+6512345678
ae6f7c39-a729-4499-98e9-883a7d911284,scis_platinummiles,Abraham@transcenda.com,+6512345678
af915010-232a-45d7-a226-a2bccd21c592,scis_platinummiles,Sarah@transcenda.com,+6512345678
afa0ab34-fb51-43d8-b7a9-4b0b79f9ff60,scis_platinummiles,MichaelBaker@transcenda.com,+6512345678
b069869e-94fd-46e5-a439-6d847bd3947b,scis_platinummiles,Maria@transcenda.com,+6512345678
b0f4ef42-7c3e-47a7-a938-8989f9169df0,scis_platinummiles,JustinPayne@transcenda.com,+6512345678
b120c183-c1a4-45eb-afad-c08eed55fc73,scis_platinummiles,AriannaCole@transcenda.com,+6512345678
b270fbe5-c3ce-47b7-9122-628bdf05cf04,scis_platinummiles,AdisonAndrews@transcenda.com,+6512345678
b6101b1d-d13d-4266-802d-89b0acf89084,scis_platinummiles,ChelseaMorris@transcenda.com,+6512345678
bb16a7a0-e1e3-43b3-b2a5-3b400c91349d,scis_platinummiles,MichaelHiggins@transcenda.com,+6512345678
beaeaa6a-4395-4902-ae3a-013adc8b12e1,scis_platinummiles,CamilaMurphy@transcenda.com,+6512345678
bfd064fe-45c3-4a79-b7c2-9134581c53f8,scis_platinummiles,AstonWells@transcenda.com,+6512345678
bfe02b5d-4639-43b8-a144-1702b957879c,scis_platinummiles,AmberKelly@transcenda.com,+6512345678
c13025fa-8e75-4253-945c-4962ca6167d7,scis_platinummiles,AshtonChapman@transcenda.com,+6512345678
c2268bab-6527-435d-b4e1-78242fe2b890,scis_platinummiles,MayaRobinson@transcenda.com,+6512345678
c2ef544b-6155-4069-9cd1-04522f3390d6,scis_platinummiles,chenzhaoxing.98@gmail.com,+6582223913
c4305cc1-d6b5-49aa-b7a9-55eb781e6e72,scis_platinummiles,LennyMorrison@transcenda.com,+6512345678
c47a3031-b113-410d-b856-0fb106e366aa,scis_platinummiles,AnnaHenderson@transcenda.com,+6512345678
c50c8922-881d-490d-bd1f-aad6c124c778,scis_platinummiles,SophiaMontgomery@transcenda.com,+6512345678
c89b1774-4d94-4a6c-9242-95b5e931173c,scis_platinummiles,KateFowler@transcenda.com,+6512345678
c8ed9a3a-c8f8-4f78-8654-e002534f4b69,scis_platinummiles,AdisonWells@transcenda.com,+6512345678
c9ea7bb6-2883-4329-80fe-5a90e346909d,scis_platinummiles,TessJohnson@transcenda.com,+6512345678
cd4ba630-8813-489a-a440-2cf8e6752ea5,scis_platinummiles,AlanEvans@transcenda.com,+6512345678
cdbe984c-e374-40c3-86d5-0d45e3722f41,scis_platinummiles,SpikeRobinson@transcenda.com,+6512345678
cea267a2-0731-4aef-9695-aea90359940e,scis_platinummiles,CarlosMartin@transcenda.com,+6512345678
d0433e5a-a3c2-457f-9e40-8a3081816432,scis_platinummiles,AidenGrant@transcenda.com,+6512345678
d1f1304b-c049-43d1-84ec-fbcdad6da299,scis_platinummiles,CarolineCarter@transcenda.com,+6512345678
d3b35a3c-b31a-434e-a7cb-1e76a46a05e6,scis_platinummiles,AidaCasey@transcenda.com,+6512345678
d4eeabad-d268-4fd7-be9a-ec8f2ee4b2ba,scis_platinummiles,RyanTaylor@transcenda.com,+6512345678
daba5ba7-7f92-4c03-8836-dca4a1b6d9be,scis_platinummiles,CharlieSmith@transcenda.com,+6512345678
df262f43-481b-4be7-b15b-175d72ac5f1d,scis_platinummiles,EvelynMason@transcenda.com,+6512345678
df645c57-d480-4a6d-9792-080f946399c6,scis_platinummiles,FrederickRoss@transcenda.com,+6512345678
e0302381-2198-47d2-b150-4a51ac78f8ea,scis_platinummiles,KelseyRussell@transcenda.com,+6512345678
e30668e6-fc62-4828-ae4f-29be76ff9498,scis_platinummiles,MichelleNelson@transcenda.com,+6512345678
e4115936-6f75-40bf-a469-897ea71fbd2e,scis_platinummiles,LyndonArmstrong@transcenda.com,+6512345678
ebcc190a-5538-4d01-824d-69d30dc912c7,scis_platinummiles,FionaHall@transcenda.com,+6512345678
